ISBN,Control Number,Title
9780060539733,ocm62677527,"Happy Valentine's Day, Little Critter! / by Mercer Mayer."
9780060540951,ocm53172302,Julie of the wolves / Jean Craighead George.
9780060541156,ocm52300442,All alone / Kevin Henkes.
9780060541163,ocm52300442,All alone / Kevin Henkes.
9780060546618,bt2007129121,Mittens / story by Lola M. Schaefer ; pictures by Susan Kathleen Hartung.
9780060560256,  2006029468,Casey back at bat / by Dan Gutman ; paintings by Steve Johnson and Lou Fancher.
9780060560263,  2006029468,Casey back at bat / by Dan Gutman ; paintings by Steve Johnson and Lou Fancher.
9780060560669,  2003100707,Lilly's chocolate heart / Kevin Henkes.
9780060562809,  2004000576,Pearl's new skates / Holly Keller.
9780060562816,  2004000576,Pearl's new skates / Holly Keller.
9780060564810,  2006023761,On Meadowview Street / Henry Cole.
9780060564827,  2006023761,On Meadowview Street / Henry Cole.
9780060564834,  2003056827,So happy! / by Kevin Henkes ; pictures by Anita Lobel.
9780060564841,  2003056827,So happy! / by Kevin Henkes ; pictures by Anita Lobel.
9780060573942,ocn526057851,The Berenstain Bears' computer trouble / Jan & Mike Berenstain.
9780060574109,ocn526057851,The Berenstain Bears' computer trouble / Jan & Mike Berenstain.
9780060586751,in900134858,The giving tree / by Shel Silverstein.
9780060588281,  2003012564,Kitten's first full moon / Kevin Henkes.
9780060588298,  2003012564,Kitten's first full moon / Kevin Henkes.
9780060732110,  2005275190,A box of treats : five little picture books / by Kevin Henkes.
9780060732141,020519144756,Owen's Marshmallow Chick / Kevin Henkes.
9780060732158,020519144432,Sheila Rae's Peppermint Stick / Kevin Henkes.
9780060732165,020519143957,Wemberly's Ice-Cream Star / Kevin Henkes.
9780060732172,020519144259,Julius's Candy Corn / Kevin Henkes.
9780060732189,020519144114,Lilly's Chocolate Heart / Kevin Henkes.
9780060733032,bt2005004669,The zebra wall / Kevin Henkes.
9780060734015,bt2005000378,Bridge to Terabithia / Katherine Paterson ; illustrated by Donna Diamond.
9780060741068,in900200261,Frog and Toad are friends [sound recording] / Arnold Lobel.
9780060741082,ocm60591760,"Play ball, Amelia Bedelia [sound recording] / Peggy Parish."
9780060742362,  2004052263,Lilly's big day / Kevin Henkes.
9780060742379,  2004052263,Lilly's big day / Kevin Henkes.
9780060757403,in9006740228,La telarana de Carlota / E.B. White ; dibujos de Garth Williams ; [revised translation by Omar Amador].
9780060760908,ocn769230502,One crazy summer / by Rita Williams-Garcia.
9780060778637,  2005013915,The Gingerbread Cowboy / by Janet Squires ; illustrated by Holly Berry.
9780060778644,  2005013915,The Gingerbread Cowboy / by Janet Squires ; illustrated by Holly Berry.
9780060782306,bt2005018030,Words of stone / Kevin Henkes.
9780060786878,in900299219,Danny and the dinosaur [sound recording] / Syd Hoff.
9780060815325,  2005014195,Si le haces una fiesta a una cerdita / por Laura Numeroff ; ilustrado por Felicia Bond ; traducido por Teresa Mlawer.
9780060835491,  2008923461,This is my town / by Mercer Mayer.
9780060835507,  2008923461,This is my town / by Mercer Mayer.
9780060835538,ocn435410170,Going to the Sea Park / by Mercer Mayer.
9780060835545,ocn435410170,Going to the Sea Park / by Mercer Mayer.
9780060835590,  2010928929,Just Critters who care / Mercer Mayer ; [edited by] Mary-Kate Gaudet.
9780060835606,  2010928929,Just Critters who care / Mercer Mayer ; [edited by] Mary-Kate Gaudet.
9780060835613,ocn641531039,"A green, green garden / by Mercer Mayer."
9780060835620,ocn641531039,"A green, green garden / by Mercer Mayer."
9780060835637,ocn670475644,Just helping my dad / by Mercer Mayer.
9780060835644,ocn670475644,Just helping my dad / by Mercer Mayer.
9780060835651,  2011941958,What a good kitty / by Mercer Mayer.
9780060835668,  2011941958,What a good kitty / by Mercer Mayer.
9780060839512,  2007030897,Bedtime at the swamp / by Kristyn Crow ; illustrated by Macky Pamintuan.
9780060839529,  2007030897,Bedtime at the swamp / by Kristyn Crow ; illustrated by Macky Pamintuan.
9780061123221,  2006002477,Not a box / Antoinette Portis.
9780061123238,  2006002477,Not a box / Antoinette Portis.
9780061136818,bt2006019117,Juan Bobo busca trabajo : un cuento tradicional Puertorriqueno / contado por Marisa Montes ; ilustrado por Joe Cepeda.
9780061140181,  2005035923,A good day / Kevin Henkes.
9780061140198,  2005035923,A good day / Kevin Henkes.
9780061146305,  2008270916,The bad beginning / by Lemony Snicket ; illustrations by Brett Helquist.
9780061146312,bl2007009292,The reptile room / by Lemony Snicket ; illustrations by Brett Helquist.
9780061148859,  2007033409,Don't swap your sweater for a dog / Katherine Applegate ; illustrated by Brian Biggs.
9780061148866,  2007033409,Don't swap your sweater for a dog / Katherine Applegate ; illustrated by Brian Biggs.
9780061236075,  2007018376,Fancy Nancy at the museum / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061236082,  2007018376,Fancy Nancy at the museum / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061236099,  2007038747,Fancy Nancy and the boy from Paris / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061236105,  2007038747,Fancy Nancy and the boy from Paris / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061236112,  2008010284,Fancy Nancy sees stars / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061236129,  2008010284,Fancy Nancy sees stars / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061236136,  2008013859,"Fancy Nancy, poison ivy expert / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik."
9780061236143,  2008013859,"Fancy Nancy, poison ivy expert / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik."
9780061242458,ocn819338968,Fyre / Angie Sage ; illustrations by Mark Zug.
9780061242465,ocn819338968,Fyre / Angie Sage ; illustrations by Mark Zug.
9780061259210,  2008043821,The Great Migration : journey to the North / by Eloise Greenfield ; illustrated by Jan Spivey Gilchrist.
9780061259227,  2008043821,The Great Migration : journey to the North / by Eloise Greenfield ; illustrated by Jan Spivey Gilchrist.
9780061336089,in900391731,"Come back, Amelia Bedelia [sound recording] / Peggy Parish."
9780061346132,  2009014444,"Muu, moo! : rimas de animales = animal nursery rhymes / selected by Alma Flor Ada and F. Isabel Campoy ; English versions by Rosalma Zubizarreta ; illustrated by Vivi Escriva."
9780061346149,  2009014444,"Muu, moo! : rimas de animales = animal nursery rhymes / selected by Alma Flor Ada and F. Isabel Campoy ; English versions by Rosalma Zubizarreta ; illustrated by Vivi Escriva."
9780061363047,  2007045084,Birds / by Kevin Henkes ; illustrated by Laura Dronzek.
9780061363054,  2007045084,Birds / by Kevin Henkes ; illustrated by Laura Dronzek.
9780061363160,ocn156816575,El gran dia de Lily / Kevin Henkes ; traducido por Maria Candelaria Posada.
9780061455155,  2011033653,"Seed by seed : the legend and legacy of Johnny ""Appleseed"" Chapman/ by Esme Raji Codell ; illustrations by Lynne Rae Perkins."
9780061455162,  2011033653,"Seed by seed : the legend and legacy of Johnny ""Appleseed"" Chapman/ by Esme Raji Codell ; illustrations by Lynne Rae Perkins."
9780061470431,  2010015930,"Ten little puppies / Alma Flor Ada, F. Isabel Campoy ; adapted from a traditional nursery rhyme in Spanish ; English version by Rosalma Zubizarreta ; illustrated by Ulises Wensell = Diez perritos ; adaptacion de una cancion infantil tradicional."
9780061470448,  2010015930,"Ten little puppies / Alma Flor Ada, F. Isabel Campoy ; adapted from a traditional nursery rhyme in Spanish ; English version by Rosalma Zubizarreta ; illustrated by Ulises Wensell = Diez perritos ; adaptacion de una cancion infantil tradicional."
9780061470769,  2007036564,Bird Lake moon / Kevin Henkes.
9780061470783,  2007036564,Bird Lake moon / Kevin Henkes.
9780061478062,ocn879398046,Just lost my treasure / by Mercer Mayer.
9780061478079,ocn813929102,Just one more pet / by Mercer Mayer.
9780061478154,ocn858578602,Just a little love / byMercer Mayer.
9780061478178,ocn869267225,Just a special day / by Mercer Mayer.
9780061493386,  2007036737,Don't bump the glump! : and other fantasies / by Shel Silverstein.
9780061496196,  2007036737,Don't bump the glump! : and other fantasies / by Shel Silverstein.
9780061552052,  2007035965,Old Bear / Kevin Henkes.
9780061552069,  2007035965,Old Bear / Kevin Henkes.
9780061703706,  2008027472,Pajama Day / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior pencils by Ted Enik ; color by Carolyn Bracken.
9780061703713,  2008027472,Pajama Day / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior pencils by Ted Enik ; color by Carolyn Bracken.
9780061703720,  2008047701,The show must go on / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061703737,  2008047701,The show must go on / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061703744,  2008055607,The 100th day of school / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061703751,  2008055607,The 100th day of school / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061703928,  2008020093,Barack / by Jonah Winter ; illustrated by A.G. Ford.
9780061703935,  2008020093,Barack / by Jonah Winter ; illustrated by A.G. Ford.
9780061715174,  2008042364,My garden / Kevin Henkes.
9780061715181,  2008042364,My garden / Kevin Henkes.
9780061730740,ocn685120438,Heart and soul : the story of America and African Americans / words and paintings by Kadir Nelson.
9780061730764,ocn685120438,Heart and soul : the story of America and African Americans / words and paintings by Kadir Nelson.
9780061779909,  2008941552,Michelle Obama : meet the first lady / by David Bergen Brophy.
9780061779916,  2008941552,Michelle Obama : meet the first lady / by David Bergen Brophy.
9780061804311,ocn419857700,Si le das un pastelito a un gato / escrito por Laura Numeroff ; ilustrado por Felicia Bond ; traducido por Adriana Dominguez.
9780061804427,  2012025439,Brave girl : Clara and the Shirtwaist Makers' Strike of 1909 / written by Michelle Markel ; pictures by Melissa Sweet.
9780061873263,  2009014585,Every day is Earth Day / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Aleksey Ivanov and Olga Ivanov.
9780061873270,  2009014585,Every day is Earth Day / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Aleksey Ivanov and Olga Ivanov.
9780061878589,  2009934071,Batman. Meet the super heroes / by Michael Teitelbaum ; pictures by Steven E. Gordon.
9780061882685,  2009030928,Fancy Nancy and the delectable cupcakes / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061882692,  2009030928,Fancy Nancy and the delectable cupcakes / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780061905858,ocn437030619,A light in the attic / Shel Silverstein.
9780061921124,  2010016046,"Hands off, Harry! / Rosemary Wells."
9780061921131,  2010016046,"Hands off, Harry! / Rosemary Wells."
9780061929571,  2009049426,Knuffle Bunny free : an unexpected diversion / by Mo Willems.
9780061929588,  2009049426,Knuffle Bunny free : an unexpected diversion / by Mo Willems.
9780061935022,  2011278479,Biscuit plays ball / story by Alyssa Satin Capucilli ; pictures by Pat Schories.
9780061935039,  2011278479,Biscuit plays ball / story by Alyssa Satin Capucilli ; pictures by Pat Schories.
9780061938641,ocn879583238,P.S. be eleven / by Rita Williams-Garcia.
9780061953385,  2010015945,Extra yarn / by Mac Barnett ; illustrated by Jon Klassen.
9780061962790,ocn823753930,Inside out & back again / Thanhha Lai.
9780061964114,020619131936,Amelia Bedelia's First Apple Pie / Herman Parish.
9780061964282,in900444628,10 little rubber ducks / Eric Carle.
9780061996610,ocn730414337,Big Nate goes for broke / Lincoln Peirce.
9780061996627,ocn730414337,Big Nate goes for broke / Lincoln Peirce.
9780061996634,  2012026747,Big Nate flips out / Lincoln Peirce.
9780061996641,  2012026747,Big Nate flips out / Lincoln Peirce.
9780061996658,ocn849787206,Big Nate in the zone / Lincoln Peirce.
9780061996665,ocn849787206,Big Nate in the zone / Lincoln Peirce.
9780061998164,ocn731721040,Every thing on it : poems and drawings / by Shel Silverstein.
9780061998171,ocn731721040,Every thing on it : poems and drawings / by Shel Silverstein.
9780062001757,  2010019305,Splendid speller / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780062001764,  2010019305,Splendid speller / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780062006424,  2010011602,Little white rabbit / Kevin Henkes.
9780062006431,  2010011602,Little white rabbit / Kevin Henkes.
9780062051851,   98074468,"Bark, George / Jules Feiffer."
9780062051868,   98074468,"Bark, George / Jules Feiffer."
9780062071965,ocn858578602,Just a little love / byMercer Mayer.
9780062071989,ocn869267225,Just a special day / by Mercer Mayer.
9780062075154,  2011018415,Amelia Bedelia makes a friend / by Herman Parish ; pictures by Lynne Avril.
9780062075161,  2011018415,Amelia Bedelia makes a friend / by Herman Parish ; pictures by Lynne Avril.
9780062081957,  2011002154,Penny and her song / Kevin Henkes.
9780062081964,  2011002154,Penny and her song / Kevin Henkes.
9780062081995,  2011030043,Penny and her doll / Kevin Henkes.
9780062082008,  2011030043,Penny and her doll / Kevin Henkes.
9780062082015,  2011030043,Penny and her doll / Kevin Henkes.
9780062082039,  2012000708,Penny and her marble / Kevin Henkes.
9780062082046,  2012000708,Penny and her marble / Kevin Henkes.
9780062082053,  2012000708,Penny and her marble / Kevin Henkes.
9780062083104,  2013404338,Apples galore! / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
9780062083111,  2013404338,Apples galore! / by Jane O'Connor ; cover illustration by Robin Preiss Glasser ; interior illustrations by Ted Enik.
